Name,YearPublished,GameWeight,AvgRating,MaxPlayers
Agatha Christie: Death on the Cards,2019,1.5,6.36613,6
Conflicting Legends (Second Edition),2019,0,5.78244,6
Cape May,2021,2.4,7.53037,4
Aeolis,2020,2,9.25,7
The Isle of Cats,2019,2.3004,7.93233,4
Veilwraith: A Veil Odyssey Game,2021,2.3125,7.99151,1
Waters Edge,2019,1.5,7.51871,4
Code 3,2020,3,7.875,4
Hoarders,2019,1.125,5.57527,6
Mammalath,2019,1,5.73264,2
Trismegistus: The Ultimate Formula,2019,4.1136,7.65519,4
Shelfie Stacker,2021,2.3333,7.28028,4
Manchukuo,2019,2.3333,4.31256,4
Yedo: Deluxe Master Set,2020,3.2571,8.09835,5
Lawrence of Arabia: The Arab Revolt 1917-18,2019,2.5,6.545,1
Escape from the Asylum,2019,2.8,6.39391,6
Company of Heroes,2021,3.0857,8.91846,4
Gelato Mio,2019,1.6,8.32643,4
Time Palatrix,2019,3,7.61212,4
High Frontier 4 All,2020,4.8235,8.57342,5
Malifaux (Third Edition),2019,4,8.99091,2
Hats,2019,2.0556,6.92182,4
Smile Life,2018,1.5,6.60182,6
No Return,2019,2,6.72257,4
Galactic Era,2021,3.8889,7.82432,6
Beam me up,2019,1.5,5.79736,4
Mice To Meet You,2019,1.3333,6.32636,5
Old School Tactical: Volume 3 – Pacific 1942/45,2020,3.5,8.73636,2
Aftermath,2019,2.8511,7.84908,4
Kingdomino Duel,2019,1.6522,6.86008,2
Pappy Winchester,2019,1.6667,6.70274,5
Karekare,2019,2,6.7295,4
50 Clues: The Pendulum of the Dead,2019,2.2,6.52959,5
50 Clues: White Sleep,2019,2.1667,6.71664,5
50 Clues: The Fate of Leopold,2019,2,6.54093,5
Wing Leader: Victories 1940-1942 (Second Edition),2019,3.8889,8.186,2
Ambrosia,2019,2.6667,6.84394,4
Posing Pandas,2018,0,4.63,99
The Zorro Dice Game,2020,1,6.12138,6
Monster Baby Rescue!,2019,1.5,6.77289,5
Trial by Trolley,2020,1.0323,6.26733,13
Wolves of Mercia,2019,2.6667,6.86667,16
Cinephile,2019,0,6.89091,99
One Small Step,2020,3.2308,7.15567,4
"Heist: One Team, One Mission",2019,1,6.56062,4
Camp Pinetop,2020,2.5,7.61479,5
Zimbabweee Trick,2019,0,6.86765,4
Drachensachen,2019,1.5,6.6918,6
Rescue Animals,2019,0,6.17339,5
Escape Tales: Low Memory,2019,2.3125,6.80739,4
Aqua Mirabilis,2019,3.6364,7.53065,4
Pitt's War,2019,3,7.36364,2
Waterloo: Napoleon's Last Battle,2019,2.5,7.78889,3
House Flippers,2019,1,5.57045,4
Wormlord,2019,1,5.54082,8
Robinson Crusoe: Escape from Despair Island,2020,1,6.85357,4
Tattoo Brawl,2019,2.3333,7.59182,4
Stockpile: Epic Edition,2019,2.2,8.00382,5
Escape Pods,2019,2,6.5,5
Pharaon,2019,2.7119,7.45306,5
Toy Story: Obstacles & Adventures,2019,1.8333,7.59623,5
Unlock!: Escape Adventures – Noël en Juillet,2018,2,7.04381,6
1882: Assiniboia,2019,3.9286,8.26152,6
Katana: Samurai Action Card Game,2019,2,7.88485,2
Throne of Allegoria,2019,3.6,6.87098,4
Lux Aeterna,2019,2.0556,7.08758,1
Copenhagen: Roll & Write,2019,1.3636,6.69133,4
Escape from Iron Gate,2019,2,6.12778,8
TINYforming Mars,2019,2.4444,7.01554,2
Ten Suns,2020,2,6.99228,6
Horrified,2019,2.0377,7.79405,5
Catlantis,2019,1,6.08443,4
Crash Test Bunnies,2019,1,6.38747,4
Video Vortex,2020,2.25,7.25228,4
The Sherlock Files: Elementary Entries,2019,1.5,6.77291,8
LOOP: Life of Ordinary People,2021,2.4,7.50556,6
Mint Cooperative,2020,1.5455,6.14404,4
Bleeding Kansas,2019,2.2222,7.86724,2
Tumble Town,2021,1.9231,7.12102,4
Catan: Starfarers,2019,2.45,7.66987,4
Astroforce: The Dice Game,2021,1.3333,7.34118,2
Cosmic Run: Express,2019,1.6667,7.22159,2
Garum,2019,1.4286,7.71112,4
Windward,2020,2.303,7.34296,5
Paris,2020,2.7818,7.34154,4
Zoo Run,2019,0,6.49153,5
Combat Arena,2019,2.5,6.97419,4
Warhammer Underworlds: Dreadfane,2019,3.25,7.66689,2
Cosmic Colonies,2020,1.875,7.27472,5
Kids Against Maturity,2018,0,5.98235,10
Magic Maze on Mars,2019,2.375,7.1383,6
Monikers: Classics,2019,1,8.29589,20
Monikers: Serious Nonsense,2019,1,8.33182,20
Calico,2020,2.2185,7.79098,4
Chocobo Party Up!,2019,2,6.27465,4
Dwar7s Fall Collector's Edition,2019,2.5,7.58101,7
Runaljod: The sound of the runes,2019,2,7.28947,4
Harry Potter: Death Eaters Rising,2019,2.3077,7.15418,4
MonsDRAWsity,2020,1.125,7.42974,8
Chicken Heist,2020,2.4,7.03077,8
Kenny G: Keepin' It Saxy Game,2019,1.75,6.08596,5
I Dissent,2019,1.75,5.384,9
The Whatnot Cabinet,2021,1.7778,7.40859,4
Mint Condition,2019,1.5,5.98761,5
ClipCut Parks,2019,1.25,6.61612,4
Yukon Airways,2019,2.7703,7.45195,4
The 7th Continent: Classic Edition,2019,3.1143,7.88527,4
Tee oder Kaffee,2019,1,6.49565,4
Dune,2019,3.9481,8.08045,6
What Came First?,2019,1,5.94127,8
Rocketmen,2021,2.62,6.98935,4
Aquatica,2019,2.2462,7.409,4
Tanuki Market,2019,1.3333,6.91538,5
Star Wars: Legion – Clone Wars Core Set,2019,3,8.44485,2
Are You A Robot?,2019,1,5.56417,3
Latice Hawai'i,2019,1.6667,6.97901,8
25 Outlaws,2019,3.5,5.3156,5
GrandBois,2019,1.5,6.9435,4
Rubik's Cage,2019,1.3333,6.674,4
Century: Golem Edition – Eastern Mountains,2019,2.375,7.47632,4
Ducks in Tow,2020,2.25,7.29227,4
Cowboy Bebop: Space Serenade,2019,2.3636,7.59948,4
Deep Blue,2019,1.925,6.76611,5
Towers of Am'harb,2019,0,6.16809,4
Crazy Theory,2019,0,6.43048,6
Final Fantasy XIV: Gold Saucer Cactpot Party,2019,1.5,6.72821,4
Deckscape: The Curse of the Sphinx,2019,2,6.13132,6
Godzilla Card Game,2019,2,6.31522,4
Dragonscales,2019,2,7.13386,5
BattleTech: Beginner Box,2019,2.5,7.78465,2
Truck Off: The Food Truck Frenzy Roll And Write,2019,2,6.47255,99
SpaceShipped,2019,1.9091,7.26029,1
Würfel-WG,2019,1.5,6.48584,4
Exit: The Game – The Stormy Flight,2019,1.8333,6.94273,4
To the Death!,2019,2.4,7.6098,2
King Me!,2019,0,6.04533,2
Control V,2019,1,6.98235,4
The Only Word: the Party Word Game,2019,1,6.65116,12
The Magnificent,2019,3.1802,7.62314,4
Trails of Tucana,2019,1.2241,7.46755,8
Offshore,2019,2.125,6.87799,5
Spies & Lies: A Stratego Story,2019,2,7.0612,2
Merchants of Dunhuang,2020,1.25,6.93614,4
Exit: The Game – Theft on the Mississippi,2019,2.7273,7.23678,4
Lost Cities: Auf Schatzsuche,2019,1.4,6.5669,4
Marco Polo II: In the Service of the Khan,2019,3.3687,8.0932,4
Sunflower Valley: A Tile-Laying Game,2019,0,6.93485,6
Smoothies,2019,1.8571,6.4451,4
Shiloh 1862,2020,2.6,7.80588,2
Adventure Games: The Volcanic Island,2019,2.3636,6.16497,4
The Crew: The Quest for Planet Nine,2019,1.9937,7.97221,5
Zodiac Clash,2019,1,6.39667,4
Pictures,2019,1.0286,7.21278,5
Drinks & Daggers,2019,2,9.03226,6
Uprising: Curse of the Last Emperor,2021,3.875,8.52968,4
Fairy Season,2019,1.5,6.82895,5
Sherlock: Don's Legacy,2019,1.4444,6.81172,8
Rush M.D.,2020,2.3333,7.5654,4
Munchkin Disney DuckTales,2019,2,7.13333,6
Butterfly,2019,1.1818,6.6677,5
Taxi Derby,2020,2,7.37628,5
Bloom Town,2019,1.7778,6.50477,4
RatVille,2019,2.6667,7.24109,4
Star Scrappers: Orbital,2021,1.8889,6.79562,5
Cro-Magnon: First Steps of Civilization,2019,1.8,6.80426,4
Yggdrasil Chronicles,2019,2.9655,7.39069,5
Kanban EV,2020,4.3436,8.62853,4
Mister Rogers' Neighborhood Game,2019,1.5,6.33935,5
Paris: New Eden,2019,2.3529,6.80175,4
Dirty Fridge,2019,1.5,8.11754,6
Nova Luna,2019,1.8797,7.40753,4
Wonder Tales,2019,2,7.37635,2
Troyes Dice,2020,2.3488,7.1963,10
World of Draghan: Once Upon a Dragon,2019,1,6.56333,4
Alice in Wordland,2019,1.8,6.50547,8
Small Samurai Empires,2020,2.8214,7.6567,4
King Thief Minister,2019,1.75,7.456,6
Gatefall,2020,2,8.14758,8
Star Breach,2018,2.3333,8.63333,4
Mind MGMT: The Psychic Espionage “Game.”,2021,2.6429,8.1411,5
Board Royale: The Island,2020,1.5714,7.17235,6
Evidence,2019,1.3333,6.00027,5
Honey Buzz,2020,2.7391,7.8564,4
Armata Strigoi,2019,2.2,6.63667,5
Disney Villainous: Evil Comes Prepared,2019,2.2571,7.67421,3
Funkoverse Strategy Game,2019,2.1875,7.34751,4
Unmatched: Jurassic Park – InGen vs Raptors,2020,1.875,8.21107,2
Sherlock Junior: Suriguri,2019,1,6.60768,8
Caylus 1303,2019,2.9167,7.59028,5
Bossin' Space,2020,2,7.74194,5
Florenza Dice Game,2019,2.9048,6.94845,4
Skytopia: In the Circle of Time,2019,2.5,6.44646,4
St. Noire,2019,1,5.96098,99
Bananagrams Duel!,2019,1,6.1994,2
Beasty Borders,2019,1,6.22195,2
Café,2020,1.9677,7.52397,4
"Dawn of Empire: The Spanish American Naval War in the Atlantic, 1898",2020,2.1111,6.88438,2
Orchard Ocean,2019,3.6667,6.94444,4
Zona Alfa: Salvage and Survival in the Exclusion Zone,2020,3,8.12286,2
Drako: Knights & Trolls,2019,1.8571,7.1914,2
Lumeria: War of the Gods,2021,2.1667,7.41242,2
Reigns: The Council,2020,1.8333,7.19039,6
Geek Out! Disney,2019,0,7.36111,99
Shadow Kingdoms of Valeria,2021,2.5357,7.82068,5
SilenZe: Zombie City,2019,2,6.77601,6
Pirate Map,2019,0,5.94422,6
UNDO: Drowned Hopes,2019,1,5.01267,4
Ugly Christmas Sweaters,2020,2.4,7.31261,4
Dans les Cordes,2019,1.3333,7.36667,2
Ni no Kuni II: The Board Game,2019,1.5714,6.81923,4
24h,2019,1.75,6.72964,4
Unlock!: Une Aventure – Ralph Azham: Le Foie de l'Axolotl,2019,1,6.25128,6
Hacienda (Second Edition),2019,2.5,7.09398,5
Legendary: A James Bond Deck Building Game,2019,2.1667,7.80886,5
Tatort Tonne,2019,0,5.2,10
Bear Down!,2019,1.5,6.47391,4
Orb Hunters,2019,2,6.73404,5
Secret Operation,2019,1,6.64488,10
Destinies,2021,1.949,8.06631,3
Brief Border Wars,2020,2.8,7.54196,2
Alien 51: El ascensor,2019,1.5,7.20268,4
World of Draghan: Sneaky Ol' Dragons,2019,2,7.89615,6
Gladius,2021,1.6667,7.42352,5
Slip Strike,2020,1.5,6.97917,2
Pencilvillage,2019,2.5,7.15135,1
Fiesta de los Muertos,2019,1.0667,7.2669,8
Rune Stones,2019,2.3256,7.27028,4
Kernstown,2019,3.25,8.43898,2
Dragon's Breath: The Hatching,2019,1,6.32745,4
Miyabi,2019,2.0968,7.54817,4
5er Finden,2019,1,6.66639,4
Cloaked Cats,2019,1.5,6.47152,4
Wurf & Weg,2019,1,5.49487,6
Fire!,2019,1.6923,6.50279,2
Decipher,2020,1.25,6.776,4
Firefly Dance,2019,1,6.40645,4
Trapper Keeper Game,2019,1.5,6.58592,5
Mine Deeper,2019,1,6.01486,2
DUBITO,2019,1,7.17613,8
Tan-tan Caravan,2019,1.6667,5.92667,4
Arkham Horror: Final Hour,2019,2.2188,6.54844,4
Marvel Champions: The Card Game,2019,2.8595,8.20626,4
KeyForge: Worlds Collide,2019,3,7.65346,2
Polyhedral Park Planner,2019,2.2,7.12,100
Jigūan: The Eastern Mechanist,2019,3,6.63778,4
Ultra-Tiny Epic Galaxies,2019,2.1429,7.43112,5
Infinity Defiance,2020,3.8333,8.56491,4
Boss Quest,2019,1.5,6.34022,5
HILO,2019,1.1667,5.99105,6
Bravo!,2019,1.8571,7.37302,6
Islands in the Mist,2019,2.2222,7.00564,4
Riot Quest,2019,2,7.42973,4
Marvel: Crisis Protocol,2019,2.8571,8.40671,2
Ankh: Gods of Egypt,2021,3.0492,7.97652,5
Of Knights and Ninjas,2020,1.5714,8.38205,6
HEXplore It: The Sands of Shurax,2020,4.1111,8.07988,6
Last Bastion,2019,2.55,7.61244,4
Pac-Man: The Board Game,2019,1,6.21625,5
Tiny Epic Tactics: Deluxe Edition,2019,2.5,7.08282,4
Dwar7s Duel,2019,0,5.68655,2
Free Market: NYC,2020,3.5,7.96596,5
Haiclue,2019,1.4,6.24513,12
Frankenstein,2019,0,6.73642,5
Herrlof,2020,1.3571,6.88067,3
Tapestry,2019,2.8883,7.46019,5
Hierarchy,2019,1.2857,6.88475,2
Amerika Bomber: Evil Queen of the Skies,2020,2,7.94,1
Monopoly: Socialism,2019,1.5,5.34174,4
Dim Sum Jam,2019,2,6.63784,5
City Blox,2019,1,5.6,4
Walking in Provence,2019,1.8571,6.91238,5
Super Farmer: The Card Game,2019,1.5,7.95806,6
TIME Stories Revolution: Damien 1958 NT,2019,2.25,6.7237,4
Wayfinders,2019,2.1111,6.54869,4
Godspeed,2020,2.6154,7.20026,5
Gates of Delirium,2019,2,7.07804,4
18NewEngland,2019,3.4,7.65169,5
Geometric Art,2019,1.75,6.98155,5
Poisons,2020,1,6.24054,8
Hedgehog Hop,2019,2,6.85713,6
Chrono Corsairs,2020,2,6.32042,5
La Muse,2019,1.5,6.57742,4
The Office: Downsizing Game,2019,2,3.87551,10
Quantik,2019,1.6,5.87339,2
UNO Dice Game,2019,1,4.98913,4
Blokus Dice Game,2019,1.3333,6.2119,4
Edge of Darkness: Guildmaster Edition,2019,3.2,7.96148,4
Conflict of Heroes: Awakening the Bear – Operation Barbarossa 1941 (Third Edition),2019,3,8.34104,4
Conflict of Heroes: Storms of Steel – Kursk 1943 (Third Edition),2019,2.5833,8.55557,4
Commands & Colors Tricorne: Jacobite Rising,2020,2.5,8.1617,2
SPELL,2020,2.3333,8.17321,2
"Wits & Wagers: It's Vegas, Baby!",2019,1.1429,7.47934,99
Electropolis,2019,2.6,7.28314,4
UBike Tour: Taiwan,2019,2,6.5925,4
Import / Export: Definitive Edition,2021,3.5,7.4785,6
Ultra Tiny Epic Kingdoms,2016,2.2,6.75441,4
6 nimmt! Brettspiel,2019,1.3333,6.63145,6
The Quick and the Undead,2020,2,7.16667,6
#MyLife,2019,2,5.65446,6
Burgle Bros 2: The Casino Capers,2021,2.52,7.54948,4
Wizard Würfelspiel,2019,1,5.29812,5
Caty Mini,2019,1,6.84884,4
Antiquity Quest,2019,1,6.78188,8
Blood of the Northmen,2021,2.75,6.21111,4
Mooncake Master,2019,1,6.56622,6
Beasty Bar 3: Born to Be Wild,2019,1.8,7.13833,4
Ausser Rand & Band,2019,1,6.60256,4
Voll verasselt,2019,0,6.03396,5
Tutankhamun,2021,1.8333,6.9945,6
Word Bank,2019,0,6.575,5
Division: Throne Room,2020,1,6.10857,2
Muffin Time,2021,1.0833,6.4922,6
Hansa Teutonica: Big Box,2020,2.8718,8.43801,5
Zombicide: 2nd Edition,2021,2.451,8.1799,6
Rosetta: The Lost Language,2020,2,7.32206,5
Studies in Sorcery,2021,0,7.46341,4
Napoleon's Eagles: Storm in the East – The Battles of Borodino and Leipzig,2020,2.3333,7.72222,2
Decktective: Bloody-Red Roses,2019,1.1429,6.52077,6
Uxmal,2019,2,5.60698,4
Tajuto,2019,2.0769,6.69197,4
Panic Diner,2019,1,6.31277,5
Superlemming,2019,1.4,5.9771,5
Warhammer Age of Sigmar: Warcry – Core Book,2019,0,7.96082,4
Mokuru: Card Game,2019,1,6.43276,6
The Last Station,2019,3,8.63333,12
Detective Stories: Case 3 – Still Lake,2019,2.3333,7.70824,6
School of Sorcery,2020,1.6,6.79328,2
Squire: The Collector of the Glorious Rarities,2019,2,6.26034,4
Marram,2018,0,4.20217,4
Traffic Jam,2019,1.6667,6.665,8
Oriflamme,2019,1.6271,7.18762,5
Block Happy,2020,1.5,6.75,5
NICE TRY: The Challenge Party Game,2019,1,7.25573,8
Maya,2019,1.3333,6.85384,4
Half Truth,2020,1.3636,7.04512,6
The Hobbit: An Unexpected Party,2020,2,6.92075,4
The King of All Bards,2019,2.25,7.56126,6
Ka Pai,2019,1.5,6.15541,4
Pirates Under Fire,2019,1.5,7.23836,2
Hurlyburly,2019,0,6.40139,4
Juices,2019,1.5,6.73481,10
Mal Trago,2019,1,7.21975,10
Aristocracy,2019,2,6.61252,4
Secret Night at Davis Manor,2019,2.6,7.69151,8
Orléans Stories,2019,3.9167,6.25847,4
15 Men,2019,1.6667,6.277,5
Mystic Market,2019,1.6667,7.24222,4
Exceed: Shovel Knight – Hope Box,2020,3,8.19787,2
Exceed: Shovel Knight – Shadow Box,2020,3,8.15714,2
The Suits: Season 1,2019,2,6.77966,2
Kai-Zen,2019,2,7.26452,4
Nothing Personal (Revised Edition),2019,2.75,7.27092,5
The Isle of Pan,2019,2.5,5.81688,4
Evil Dead 2: The Board Game,2020,2.25,7.14538,6
TransAmerica & Japan,2019,0,6.75806,6
Space Bowl,2019,1,6.07179,8
Top Secret,2019,1,6.32511,10
Red Outpost,2019,2.4167,7.0727,4
Storytailors,2020,1.3333,6.86763,6
The Mind Extreme,2019,1.2778,7.0502,4
Roméo & Juliette,2020,2.6,7.46418,2
Mauwi,2019,1.5,6.79211,7
Baron Voodoo,2019,2.5714,6.71788,4
Gravity Falls,2019,3,5.79839,5
Rat Attack,2019,1.5,6.54,2
Qwixx On Board,2019,1,6.9371,4
Kippelino,2019,1,6.0703,4
Anubixx,2019,1.2,6.16201,5
The Path of the Adventurers,2021,2.5,7.79804,4
Solar Draft,2019,1.75,7.15354,5
The Furglars,2019,1,5.02805,6
TIME Stories Revolution: The Hadal Project,2020,2.7143,7.28516,4
Warhammer Underworlds: Beastgrave,2019,3.2727,8.12609,4
Squire for Hire,2019,1.6923,6.85929,2
The Last Hundred Yards Volume 2: Airborne Over Europe,2020,3.4,8.14933,2
"New Phone, Who Dis?",2019,1,5.29863,20
Good Cop Bad Cop (Third Edition),2019,1,7.28684,8
8 Bit Attack,2019,2.7143,6.17067,5
Monopoly Gamer: Sonic The Hedgehog,2019,1,6.52353,4
Grund,2019,2.5,7.44,4
Aeronautica Imperialis: Wings of Vengeance,2019,2.25,7.90963,2
Kitchen Rush (Revised Edition),2019,2.0811,7.68972,4
Formosa Tea,2019,3.32,7.56337,4
Kingdom of Middag,2019,3,6.9881,4
Unstable Unicorns: NSFW Base Game,2019,1.75,6.93322,8
Azul: Summer Pavilion,2019,2.0228,7.77819,4
Throw Throw Burrito Kickstarter Edition,2019,1,7.10342,6
Mirror Garden,2019,1.75,6.38276,4
Kakerlaken Sushi,2019,0,6.0871,5
Steven Universe: Beach-A-Palooza Card Battling Game,2020,2,6.77917,6
Berridos,2019,1,6.98333,5
Shadow Raiders,2018,1.6667,6.60233,8
The Fox in the Forest Duet,2020,1.6744,7.19825,2
Simplicity,2021,2,6.24298,6
Tough Calls: Dystopia,2020,1,8.46875,5
Flash 8,2019,1,6.95904,4
Rurik: Dawn of Kiev – Kickstarter Edition,2019,2.6667,8.04434,4
Black Seas,2019,3.4286,8.20548,12
Clash of Vikings,2019,2,5.21604,4
Estoril 1942: Super Box,2019,2.5714,7.7788,5
Masters of the Night,2021,2.2857,7.13381,5
Blue Banana,2019,1.25,6.50202,5
Penguinramids,2019,1.6667,7.275,4
Origami: Legends,2019,1.6,7.03144,4
Tranquility,2020,1.5217,7.00957,5
Fish 'n' Flips,2019,2.75,7.70606,6
The Jaws of Victory: Battle of Korsun-Cherkassy Pocket – January/February 1944,2020,4.1538,8.68161,5
Selfish: Zombie Edition,2019,1.5,5.96912,5
Coraline: Beware the Other Mother,2020,2,6.64803,4
Canosa,2020,0,5.83696,2
Tipsy,2019,1,6.69613,2
Straszydła,2019,3.5,7.04167,4
Fairy Trails,2020,1.25,6.64744,2
Kings of War (Third Edition),2019,3,8.83556,99
Opale,2019,1.25,7.08571,2
Hội Phố,2019,1,5.44681,5
Zestrea,2019,2,6.99294,6
Puzzle-Memo,2019,0,6.44545,4
On a Scale of One to T-Rex,2019,1,5.88677,8
Incohearent,2019,1,5.18899,20
KAITŌ,2019,2,6.83488,2
The Grand Carnival,2020,2.25,7.70776,4
Mini-Mutabo,2019,1.4,7.84031,6
Aquasphere (with Erweiterung expansion),2019,3.5,7.90784,4
Verdun 1916: Steel Inferno,2020,2.5556,8.47452,2
Ms. Monopoly,2019,1,2.4434,6
Crazy Taco,2021,1.7,7.20163,2
Stampede,2020,1.75,6.98545,6
STRIKE!: The Game of Worker Rebellion,2020,2,7.74194,4
Drogi do Rzymu,2020,1.6667,6.7325,5
Lions of Lydia,2021,1.9091,7.16434,4
Hunted: Mining Colony 415,2021,2,6.91183,2
Hunted: Kobayashi Tower,2021,1.8889,6.91352,2
Combo Color,2019,1.2857,6.46382,4
Igen? És...,2019,1,5.99,6
Michael,2019,2.4286,6.68783,4
Dadaocheng (Second Edition),2019,3,7.04162,4
Madeira Collector's Edition,2021,4,6.84145,4
Dwar7s Spring,2020,2.6,8.03677,4
T-Rex's Holiday,2019,2.3333,6.85654,8
Goblin Teeth,2020,0,7.10714,5
Astronomy Fluxx,2020,1.6667,6.82368,6
Codenames: The Simpsons,2019,1.3333,6.94838,8
Cleocatra,2020,1,6.08658,4
Canvas,2021,1.6154,7.5359,5
Hanabi: Grands Feux,2019,2,7.9629,5
Undaunted: North Africa,2020,2.2895,7.92725,2
Caretos,2020,2.1429,7.36141,4
Escape From Hades,2019,3.1429,7.8819,1
Westphalia,2019,3.125,7.1142,6
Banana Bandido,2019,1.6667,5.85936,5
Mint Condition Comics,2019,1.3333,7.28492,6
Unsettled,2021,3.1111,8.31653,4
Flip & Fish,2019,1,9.13667,4
Finity,2019,3,5.06757,4
Hasty Baker,2019,1,7.11613,6
Beat That!,2019,2,6.828,8
Where am I ? Alice in a Mad Tea party,2019,1,6.62287,4
Wishland,2021,2.625,7.6116,4
Danger Park,2021,2.4,6.72789,4
Peaky Blinders: Under New Management,2019,2.75,6.07532,4
Fresco: Mega Box,2020,2.5,8.40173,4
Monty's Gamble: Market Garden (Second Edition),2019,3.25,7.91081,2
Roll Estate,2019,1.5,7.07041,5
Fou Fou Fou !,2019,1.5,6.52851,8
"Lord of the Chords: The Geekiest, Punniest Music Theory Card Game",2019,3,6.62069,4
Endure the Stars 1.5,2019,2.6667,7.2367,6
Escape Room: The Game 2,2019,2,7.01225,5
Timeline: Brasil,2019,2,7.34867,6
"The StoryMaster's Tales ""Weirding Woods"" Hybrid RPG",2019,2.5556,7.90678,5
Arschlochkind,2019,1.3333,5.86872,6
Ostkrieg: WWII Eastern Front,2020,2,6.89756,2
Share it!,2019,1,7.29302,4
Virtue Signal: the Game of Social Justice,2020,2,7.45507,12
SCOUT,2019,1.4,7.45419,5
Gloomhaven: Jaws of the Lion,2020,3.5779,8.6961,4
Tiny Epic Dinosaurs,2020,2.5714,7.43074,4
Medici: The Dice Game,2020,1.4,6.69561,4
Go Slow!,2020,1,7.45156,4
Foto Fish,2020,1,6.637,4
50 Clues: The Home Temple,2019,2,6.13294,5
Oath: Chronicles of Empire and Exile,2021,3.9969,8.03897,6
Dice Throne: Season One ReRolled,2020,2.0556,8.46758,6
Car Wars (Sixth Edition),2021,2.5,8.46277,4
Three Sisters,2021,2.5,7.53469,4
Mantis Falls,2021,2.6,7.69976,3
Ecologies,2019,2,7.49185,6
Riftforce,2021,2.3103,7.63875,2
Dwergar,2020,3,7.41767,4
The Everdeck,2019,0,9.01111,10
Jeff Davis: The Confederacy at War,2019,2.8,8.01571,1
Canal King Brugge,2019,2,6.27111,6
Paper Dungeons: A Dungeon Scrawler Game,2020,2.0833,7.468,8
Fresco: Card & Dice Game,2020,1.3333,6.61518,4
Funkoverse Strategy Game: Golden Girls 100,2019,2,7.18803,2
Funkoverse Strategy Game: Rick & Morty 100,2019,2,6.99045,2
Funkoverse Strategy Game: Harry Potter 101,2019,2,7.11046,2
Funkoverse Strategy Game: Harry Potter 100,2019,2.1875,6.8263,4
Funkoverse Strategy Game: DC Comics 101,2019,2,7.18155,2
Funkoverse Strategy Game: DC Comics 100,2019,2.1818,6.96815,4
Excavation Earth,2021,3.7333,7.40742,4
Dolina królików,2019,2.25,7.41304,4
1861/1867 Railways of Russia/Canada,2020,3.625,7.91214,6
Cowboys II: Cowboys & Indians Edition,2020,1.5,7.05312,10
La Casa de Papel Escape Game,2019,2,6.58878,8
Die of the Dead,2021,1.5714,6.95382,5
The Great Wall,2021,3.5897,7.99105,4
DIE in the Dungeon!,2020,2,6.95877,2
Grimm: A Card Game,2019,2,7.17895,4
10 Gallon Tank,2020,1,6.83917,5
The Rival Networks,2021,2.25,7.05559,2
Bresk!,2020,2,6.9627,5
Ramen Ink,2020,0,6.50169,5
Back to the Future: Dice Through Time,2020,2.1429,6.9286,4
Mindburners,2020,1.2,7.075,4
Trophies,2019,1,6.95916,30
American Bookshop,2019,1.3333,7.52732,5
The Grand Trunk Journey,2020,3.3333,7.68451,4
The Cost,2020,3.5,7.36058,4
Tribune,2021,3,7.46865,6
Squaring Circleville,2021,3.1667,7.0969,4
Tharos,2021,3.1429,6.68247,4
The Deadlies,2020,1.3333,7.39102,5
Mosquito Show,2020,1.4,7.09112,2
The Suits: Season 2,2019,0,7.26471,2
The Suits: Season 3,2019,0,7.2381,2
Ettin,2020,2.5,7.38333,8
Tournament at Avalon,2020,2.625,7.5763,6
Nidavellir,2020,2.1357,7.71489,5
White Eagle Defiant: Poland 1939,2020,1.8571,7.9432,2
King of Tokyo: Dark Edition,2020,1.6133,7.82352,6
Eila and Something Shiny,2021,2.2,8.03853,3
Kitara,2020,2.3333,7.07526,4
Alexandre contre la Perse,2019,3.1429,7.85484,2
Flyin' Goblin,2020,1.25,6.9718,4
Splendor: Marvel,2020,1.9189,7.68071,4
Kraken Attack!,2020,1.4545,7.08455,4
Flesh and Blood,2019,3.375,8.38449,2
Public Market,2021,2.9091,7.23459,4
Detective: A Modern Crime Board Game – Season One,2020,2.0556,7.07738,5
Gloomy Graves,2020,1.6667,6.74394,4
Totemic,2020,1.4286,6.84755,2
Dungeon Party,2021,1.5,6.04839,8
Trekking the National Parks: Trivia,2019,1,6.75667,6
Ensemble,2021,1,7.57439,10
Necromunda: Dark Uprising,2019,4,8.87455,2
Stellar,2020,2.1034,7.51298,2
Rick and Morty: The Morty Zone Dice Game,2019,1,6.64889,4
Panic in the Air,2019,0,6.92742,10
Inner Compass,2020,2,6.48278,4
EL: The Chicago Transit Adventure,2019,2,6.88667,8
Oltréé,2021,2.5,7.5016,4
Hagakure,2020,1.25,6.35944,5
UNDO: Forbidden Knowledge,2019,1,6.21342,6
UNDO: Treasure Fever,2019,1,6.26455,6
Fallout Shelter: The Board Game,2020,2.0652,7.30851,4
2GM Pacific,2020,3,8.38484,4
"Men of Iron Battles Tri-pack: Men of Iron, Infidel, Blood & Roses",2020,3.0556,8.41073,2
Loot of Lima,2020,2.75,7.04774,5
The Adventure Zone: Bureau of Balance Game,2020,1.6,8.35126,5
Superclub,2020,2.3,7.94479,6
Cheese Thief,2020,1,7.11129,8
Musical Chairs,2020,2,7.01277,4
