Name,YearPublished,GameWeight,AvgRating,MaxPlayers
Dice Throne: Season Two – Gunslinger v. Samurai,2018,2.1818,7.6377,2
Dice Throne: Season Two – Cursed Pirate v. Artificer,2018,2.625,7.90053,2
Struggle for Europe 1939 - 1945,2019,2.4,7.02679,2
Steamopolis,2019,3.5556,6.88421,4
Call to Adventure: The Stormlight Archive,2020,1.9167,7.26028,4
Rome & Roll,2020,3.3171,7.0153,4
Kung Fur Fight!,2018,2.5,7.89925,2
The Singaporean Dream,2018,1.25,5.37708,6
Core Connection: Rise of Atlantis,2020,2.5,7.03673,4
300: Earth & Water,2018,2.1429,7.67922,2
Aerion,2019,1.9429,7.47172,2
Carnavalo,2018,2,6.8902,6
Port Gdańsk,2018,2,7.05,4
Anthelion: Conclave of Power,2019,2.6667,6.91408,2
The Conquistadors: The Spanish Conquest of the Americas 1518-1548,2020,3.2,7.17414,5
The Defence of Procyon III,2021,3.5,8.29487,4
Blade Rondo,2018,2.1667,6.88438,2
Egizia: Shifting Sands,2019,2.7407,7.63107,4
Western Empires,2019,3.2857,8.39767,9
Plażing: parawany w dłoń,2019,2.4,7.27766,4
My First Castle Panic,2019,1.0833,6.76865,4
Roam,2019,1.8444,7.42414,4
Goetia: Nine Kings of Solomon,2021,3.2857,7.8808,4
Match Up! Food,2018,1.25,6.46979,10
Suburbia: Collector's Edition,2019,2.907,8.14521,5
Cities: Skylines – The Board Game,2019,2.359,6.71228,4
WWII Commander: Battle of the Bulge,2020,2.75,7.93571,2
Chakra,2019,1.7931,6.95109,4
Fired Up,2021,2.6667,7.7771,5
Lawyer Up,2021,2.6818,7.20566,2
War and Peace: Game of the Napoleonic Wars,2020,3.7143,7.94845,5
Warlords of Erehwon Rulebook,2019,3,7.84559,2
Blume,2021,2,6.48143,4
Stay Cool,2019,1,7.08982,7
Gloom of Thrones,2019,0,6.97736,4
HexRoller,2019,1.1818,6.27878,8
Deep State: New World Order,2019,2.2667,7.21779,5
Dungeonology: The Expedition,2019,3.2308,6.90515,4
Crossing the Line: Aachen 1944,2019,3.1111,8.29311,2
Who's She?,2019,1.5,7.38889,2
Deckscape: Behind the Curtain,2019,2,6.94694,6
Adventure Games: The Dungeon,2019,1.7391,7.0538,4
Adventure Games: Monochrome Inc.,2019,1.8929,6.73544,4
Blanc-Manger Coco 2: Le déluge,2017,1,6.80727,12
Silicon Valley Startups,2018,0,5.58333,10
Mr. Face,2018,1,6.16582,6
We Need to Talk,2019,1,6.92424,8
Tempus Imperium,2018,1.5,6.55152,1
Conspiracy: The Solomon Gambit,2019,2.5,6.78492,4
Chronicles of Drunagor: Age of Darkness,2021,3.2414,8.83515,5
Warhammer: The Game of Fantasy Battles (7th Edition),2006,0,7.46909,2
Warhammer: The Game of Fantasy Battles (6th Edition),2000,4.5,7.43107,2
Warhammer: The Game of Fantasy Battles (5th Edition),1996,3.75,7.08538,2
Warhammer: The Game of Fantasy Battles (Fourth Edition),1992,2,6.68723,2
Dice Throne:  Season Two –  Battle Chest Champion Edition,2018,2,8.39754,6
Dice Throne,2018,2.1364,7.81573,6
Custer's Last Stand,2019,2.3333,7.84697,2
Warhammer Fantasy Battle (Third Edition),1987,5,7.18128,99
Colorful,2019,1,7.25361,6
Cactus,2019,1,6.42812,4
Star Trek: Deep Space Nine Fluxx,2019,2,7.02064,6
Star Trek Chrono-Trek,2019,2.5,6.55208,6
11:59,2019,1.3333,6.37765,2
Robin Hood: Hero of the People,2019,1,6.36364,1
Pulp Invasion,2020,2.125,6.607,2
Mechanica,2020,2.4,6.93316,4
Adventure Tactics: Domianne's Tower,2021,2.5833,8.07947,5
Jumble Jam,2020,1.25,6.98742,5
Smash City,2019,1,5.6669,4
6 nimmt! 25 Jahre,2019,1.375,7.46248,10
Similo,2019,1.0577,6.89294,8
Suzume-Jong,2018,1.75,6.98265,5
Kibble Scuffle,2019,2,6.38143,4
Improvement of the POLIS,2017,2.75,7.27892,4
Undaunted: Normandy,2019,2.2308,7.84431,2
Proving Grounds,2019,2.1429,6.78251,1
Foreign Legion Paratroopers: Rapid Response Force,2020,3.4,7.65,2
"Objective Nuremberg: 7 Days to the Rhine, Volume 1",2020,2.8333,6.57812,2
The Goblin King is Angry,0,3,6.71935,6
Llamas Unleashed,2019,1.7,6.40154,8
Monopoly: Friends The TV Series,2018,2,5.05,6
Crazy Tower,2020,1,6.52476,4
Encantados (Second Edition),2018,1.1667,7.75814,4
Calavera,2019,1.0769,6.82309,4
Pearls,2019,1,6.5343,6
Feelinks Revelations,2019,1,5.91673,8
The Game of Wolf,2019,1,6.61969,12
Hadara,2019,2.1855,7.47335,5
Mū,2019,2,5.90357,5
Yōkai,2019,1.6111,6.80085,4
Colors of Paris,2019,2.1875,7.05723,4
Wooly Whammoth,2019,2,6.11111,4
Dizzle,2019,1.2727,6.91199,4
Overload,2019,1,6.43932,5
The Taverns of Tiefenthal,2019,2.6927,7.61641,4
Twice as Clever!,2019,2.3451,7.4954,4
Pixel Tactics: Legends,2020,2,7.13125,2
Chartae,2019,1.4783,6.59137,2
The Lord of the Rings: Journeys in Middle-Earth,2019,2.5867,8.01336,5
LOTS: A Competitive Tower Building Game,2020,1.2857,7.33237,4
On the Rocks,2021,1.8333,7.38195,4
Ragemore,2020,2.1,6.98845,1
Botanists,2019,2,6.1875,4
"Interceptor Ace: Daylight Air Defense Over Germany, 1943-44",2019,2.5455,8.20408,1
Sinners,2019,2.25,8.62308,5
Clue: Rick and Morty Back In Blackout,2017,0,6.44444,6
The Mission: Early Christianity from the Crucifixion to the Crusades,2020,3.6667,8.20704,1
Two Robots,2019,1.5,7.29211,4
Cooper Island,2019,4.192,7.67485,4
Valley of the Vikings,2019,1.4286,6.70663,4
Mystery House: Adventures in a Box,2019,2.3,6.33341,5
Captain Marvel: Secret Skrulls,2019,2,6.00989,7
Dracarys Dice,2018,1,5.45676,5
Copenhagen,2019,1.7347,7.15811,4
Minecraft: Builders & Biomes,2019,1.9143,7.06195,4
Sidekick Saga,2019,0,7.54839,4
Crystallo,2018,1.7273,7.09259,1
Unicorn Glitterluck: Cloud Stacking,2019,1,6.36735,4
Barnyard Bunch,2019,1,5.7441,4
Corinth,2019,1.725,6.77925,4
Noctiluca,2019,1.3721,7.17145,4
3 Secrets: Crime Time,2019,1,6.25,8
Soulaween,2019,2,7.08961,2
Caravan,2019,1.75,6.69639,4
Nevada City,2020,3.5556,7.18797,4
Dracula's Feast: New Blood,2020,1.5,7.2568,8
Cassiopeia,2019,1.5,5.79871,5
Bahamas,2019,1.2857,6.44382,8
EXIT: Das Spiel – Die Känguru-Eskapaden,2019,2.4444,7.03949,4
Exit: The Game – The Haunted Roller Coaster,2019,2.0476,7.20665,4
Quiztopia,2019,1.6667,6.6359,6
Ubongo: 3-D Family,2019,1.75,7.23083,4
Catan: Big Box,2019,2,7.83962,6
More Game of Quotes: Neue Verrückte Zitate,2019,2,6.61935,6
Charmed and Dangerous: The Sisters Grimm – Base Set,2019,2,6.63065,4
Iwari,2020,2.1667,7.24351,5
Deckscape: Demo,2017,1.3333,6.42969,6
KLASK 4,2019,1,7.46808,4
Sumo Slam!,2019,1,5.8625,8
Terror Below,2019,1.9,6.81162,5
Go Gecko Go!,2019,2.2,6.43222,4
Kōhaku,2020,1.625,7.91435,4
Tuki,2019,1.1818,6.91954,4
Ab durch die Mauer,2019,1,6.61405,4
"Oh, Fox!",2019,1.6,6.53074,4
Heul doch! Mau Mau,2019,1.1667,6.69218,6
Red Peak,2019,1,6.20513,6
Moonrakers,2020,2.4815,7.9175,5
Ninja Academy,2019,1,6.50692,5
Gorinto,2021,1.75,7.46225,4
Ohanami,2019,1.1429,7.3618,4
Fickle,2019,1.75,7.26728,5
Misty,2019,1.1429,6.42448,5
Omerta,2019,1,6.34699,5
Kawaii,2019,1.5,5.77096,5
Gone Fishing,2019,1,6.88971,4
Dekalko,2019,1,6.60057,6
Foothills,2019,2.7727,7.11772,2
Bon Appetit!,2019,1,6.01471,4
Aeon's End: The New Age,2019,2.9048,8.67759,4
World Shapers,2019,1.3333,5.64508,4
My Farm Shop,2020,2,7.06962,4
Axio Rota,2019,1.6667,6.74489,4
Silver & Gold,2019,1.1702,7.31064,4
Knaster,2019,1,6.4078,99
Cruel Seas: Starter Set,2018,2.5,7.13265,2
Capone: The Business of Prohibition,2020,1.2,7.11701,5
Imperial Settlers: Roll & Write,2019,1.8214,6.3938,4
Imperial Settlers: Empires of the North,2019,2.8333,7.5679,4
Set & Match,2017,1.1667,7.48102,4
The Court of Miracles,2019,2.2222,7.07508,5
Sovereign's Chain,2019,2,5.73947,4
Century: A New World,2019,2.1449,7.43464,4
Era: Medieval Age,2019,2.2951,7.24898,4
Ringmaster: Welcome to the Big Top,2019,1.1111,6.40519,4
Myraclia,2020,2.3333,7.4127,5
Agents: Sword and Shield,2018,2,7.10333,4
Pigasus,2019,0,6.5766,8
Snowman Dice,2019,1,6.28578,4
Tricky Druids,2019,2,5.48289,4
UNDO: Curse from the Past,2019,1,5.49799,6
UNDO: Blood in the Gutter,2019,1.3333,5.6963,6
UNDO: Cherry Blossom Festival,2019,1.0909,6.01792,6
Farm Rescue,2019,1,7.55114,5
Dwellings of Eldervale,2020,3.2235,8.32647,5
Pathfinder Adventure Card Game: Core Set,2019,3,7.80477,4
Ascension: Skulls & Sails,2019,2,7.82537,4
Ishtar: Gardens of Babylon,2019,2.2836,7.10403,4
Doctor Esker's Notebook,2018,2,7.07955,6
Advanced Squad Leader: Starter Kit #4 – Pacific Theater of Operations,2019,4.3333,8.73529,2
The Liberation of Rietburg,2019,2.3333,6.93582,4
Admirals' War: World War II at Sea,2019,2.375,8.65,4
12 Patrols,2019,1.8333,6.51411,1
Forks,2019,1.5,6.70566,4
Las Vegas Royale,2019,1.5333,7.46161,5
The Castles of Burgundy,2019,2.99,8.49373,4
CABO (Second Edition),2019,1.1176,7.28413,4
It's a Wonderful World,2019,2.3004,7.82287,5
Kingsburg: The Dice Game,2019,1.6667,4.57031,5
3 Laws of Robotics,2019,2.3333,6.12784,8
UNO Flip!,2019,1.4118,6.52011,10
5211,2019,1.2105,6.40707,5
Disney Villainous: Wicked to the Core,2019,2.3611,7.65428,3
Ecosystem,2019,1.7143,7.28441,6
L'Auberge des pirates,2018,1,6.93522,8
TIME Stories Revolution: A Midsummer Night,2020,2.2,6.98981,4
Bees: The Secret Kingdom,2019,1.3333,6.38833,6
Botanik,2021,1.8182,7.78576,2
Ankh'or,2019,1.7083,7.00928,4
The Quest for El Dorado: The Golden Temples,2019,1.8333,7.80232,4
Wodny szlak,2019,1.7143,6.6789,4
The Captain Is Dead: Dangerous Planet,2019,2.75,7.07739,7
Spire's End,2019,2.3333,8.0481,2
Dice Academy,2019,1,6.2314,6
Moon-Bots,2019,1.5,6.53374,4
Oh My Gold!,2019,1,5.78868,4
Sherlock Express,2019,1,6.11291,6
Slide Quest,2019,1.125,6.67936,4
Forgotten Pacific Battles,2020,2.875,7.30147,2
Freeman's Farm 1777,2019,2.5,7.65675,2
Sushi Roll,2019,1.2609,7.12414,5
Star Wars: Outer Rim,2019,2.4951,7.70023,4
Bathroom Rush,2018,1,6.7027,4
Rat-a-Tat Roll,2019,1,6.59024,5
Bloom,2019,1.4,6.62466,5
Glory,2019,1.4545,7.69936,4
Los Muertos No Hablan,2017,1,6.46695,6
Welkin,2019,1.75,6.56381,4
Sprint!,2019,1,6.04519,4
Beagle or Bagel?,2019,1,5.10938,6
Bears in Barrels,2019,1,6.02281,8
SHŌBU,2019,1.8889,7.61101,2
Tiny Epic Tactics,2019,2.4783,6.89928,4
Terramara,2019,3.4286,7.37138,4
Blockbuster,2019,1.0833,6.65915,10
KeyForge: Age of Ascension,2019,2.6154,7.34887,2
"Counter-Attack: The Battle of Arras, 1940",2019,2.5,7.23333,2
Fuzzy Mage Fight,2019,2,6.67795,6
Kingdom Rush: Rift in Time,2020,3.0182,7.63796,4
1828,2018,4.1,8.235,5
Marvel Fluxx,2019,1.5,6.64078,6
Jumanji Fluxx,2019,1.2,6.69524,6
Astro Trash,2019,1,6.76934,5
Furry Foodies,2019,1.2,7.11905,4
Deadly Doodles,2019,1.5,6.66338,4
Dragon's Cave,2019,1,6.48398,4
Psychic Pizza Deliverers Go to the Ghost Town,2018,2,7.00042,5
Expedition to Newdale,2019,2.9778,7.5086,4
Guardians of Legends,2019,1.5,6.28676,5
Medieval Pong,2019,1,6.72037,6
Newfoundland Jam,2018,1.6667,6.76087,4
Monsters vs. Heroes: Volume 2 – Cthulhu Mythos,2019,0,6.31239,8
Jaws,2019,2.1944,7.24567,4
Clinic: Deluxe Edition,2020,4.1172,7.75543,4
Hanabi Deluxe II,2019,2,7.93761,5
Batman: The Animated Series – Rogues Gallery,2019,1,6.56157,5
Monopoly Gamer: Overwatch Collector's Edition,2019,1.5,6.58,6
Pictionary Air,2019,1,6.05326,12
Dragonrealm,2019,1.4615,7.09109,4
Rory's Story Cubes: Mystery,2019,1,7.05741,12
"Bar-Lev: The 1973 Arab-Israeli War, Deluxe Edition",2019,4.1429,7.41282,5
The Genius Square,2018,1,6.73802,2
Crumbs,2020,1.6667,6.57319,4
Potemkin Empire,2019,2,6.37925,5
Iron Helm,2019,2.0556,8.14855,1
Atelier: The Painter's Studio,2019,1.8571,6.5098,4
Bloodborne: The Board Game,2021,2.9333,7.99815,4
Wizard Kittens,2020,1.5,6.5648,4
Draw Your Own Conclusions,2019,0,6.86806,8
Chain Mail: Adventures of Earthshine,2019,2.5,7.13043,4
Tentacle Town,2021,2,7.09274,4
Obscurio,2019,1.9268,7.23009,8
A Song of Ice & Fire: Tabletop Miniatures Game – Free Folk Starter Set,2018,0,8.64757,2
With It Or On It,2019,2,7.89625,2
1836,2019,4,7.74231,5
El Camarero,2018,1,7.49093,10
Weird Alchemy,2019,1.5,6.95056,6
Altar Quest,2020,3.3243,7.94056,4
"Napoleon Retreats: Campaign in France, Part II",2019,0,7.59677,4
Under Falling Skies: A 9-Card Print-and-Play Game,2019,2.6471,7.4403,1
Napoleon's Wheel,2020,3,8.44,4
Techlandia,2020,2,5.20312,4
Mopsen,2019,1,6.11562,5
Talisman: Kingdom Hearts,2019,2.8333,6.64148,6
Tonari,2019,1.1429,6.61491,4
Handsome,2019,1,6.85757,6
Solar Storm,2020,2.0312,7.11974,4
Nope!,2019,1,6.01457,6
Vintage Racers,2019,1.25,6.05814,4
Omen: Heir to the Dunes,2020,0,7.29014,2
The Quest Kids,2021,1,8.0017,4
Lanterns Dice: Lights in the Sky,2019,2,6.92056,4
Quirky Circuits,2019,1.7059,7.29226,4
MonstroCity,2019,1.5,7.45877,4
Epic Spell Wars of the Battle Wizards: Annihilageddon Deck-Building Game,2019,2.1111,6.99952,5
IT: Evil Below,2019,2,6.74196,7
"Poland Defiant: The German Invasion, September 1939",2019,2.6667,7.60571,2
3D Labyrinth,2019,1.6667,6.214,4
ESCAPE Dysturbia: Falsches Spiel im Casino,2019,3.5,5.91667,8
Corsairs of Valeria,2020,1,6.30805,5
18 Holes,2020,1.7778,7.6287,5
Wordsmith,2019,1,6.083,4
Dragon Market,2019,1.6,6.49552,4
Pakal,2020,1.2857,7.38214,4
Trial of the Temples,2019,2.5714,6.97585,4
Watergate,2019,2.2778,7.92358,2
The Menace Among Us,2019,1.8,7.28831,8
Pangea,2019,3.1,7.07516,4
Gaslands: Refuelled,2019,2.7273,8.41251,8
The Queen of Hansa,2019,2,7.02582,4
Kauchuk,2019,1.4286,7.37214,4
hexaGONE,2019,1,6.82935,4
Embers of Memory: A Throne of Glass Game,2019,2,6.43771,2
Last Aurora,2020,2.7,7.44911,4
Valley of the Kings: Premium Edition,2019,2.2778,7.52223,6
antyszczepionkowcy.biz,2019,1.8,6.49273,4
Throw Throw Burrito,2019,1.0909,6.58007,6
6 Castles,2019,2.8,7.21843,4
Match Up! Travel,2018,1,6.32386,10
Ghostbusters: Blackout,2019,2,7.35603,4
Deranged,2019,3,6.95672,6
Smash Up: World Tour – Culture Shock,2019,2.8,7.73142,4
Pandaï,2019,1,6.73438,4
Dual Clash Poker,2019,0,6.22692,4
"Unmatched: Battle of Legends, Volume One",2019,1.9022,7.94522,4
Unmatched: Robin Hood vs. Bigfoot,2019,2,8.13702,2
Board Game Cafe Frenzy,2019,1.7143,6.35875,5
Talisman: Batman – Super-Villains Edition,2019,2,6.64759,6
13 Sheep,2019,1.125,6.50284,10
Cóatl,2020,2.0513,7.20388,4
Venice,2021,3,6.68495,5
Scram,2019,1,5.6575,6
Point Salad,2019,1.1542,7.28678,6
De Vulgari Eloquentia: Deluxe Edition,2019,3.5217,7.95782,5
Ghost Adventure,2020,1,7.26402,4
Judge Dredd: Helter Skelter,2019,2,7.45958,4
Glow,2021,2.1429,7.33318,4
Rulebenders,2021,0,6.06364,5
Key Market (Second Edition),2019,3.2222,7.46093,4
Maiko,2019,1.5,6.52187,4
Above,2019,2.3333,6.74644,4
Auf der Walz,2019,2.625,6.39661,4
Mental Blocks,2019,1.5,6.91103,9
The Aquicorn Cove Board Game,2019,2.1667,6.21786,4
Cat Sudoku,2019,1,6.27198,6
7 Summits,2021,2,6.42453,5
Among Thieves,2019,1.3333,6.1247,8
Folded Wishes,2020,1.3333,6.47143,4
Skulk,2019,1.5,5.82525,6
Letter Jam,2019,2,7.28131,6
Floor Plan,2020,2,6.69779,100
Game of Thrones: Oathbreaker,2019,2,7.17756,8
The Last Bottle of Rum,2021,2,7.49401,5
Maximum Apocalypse: Legendary Edition,2020,2.4286,7.96964,6
Pocket Detective,2019,1.7273,6.9195,6
Dominion Einsteiger-Bigbox,2019,2,8.43382,4
Dungeon Royale,2019,2,6.52903,4
Phone Bomb,2019,1.5,6.05714,6
Paras,2019,1.5,7.24417,4
Knitting: The Card Game,2019,1.3333,7.20968,4
Erune,2021,0,9.59524,5
Turbulences,2020,2,8.25677,6
Die Hard: The Nakatomi Heist Board Game,2019,2.25,6.66608,4
Save the Meeples,2019,2.8,6.47289,4
Carnival Zombie: 2nd Edition,2021,2.5,4.43548,6
Yum Yum Island,2019,1,6.48679,5
Dungeon Academy,2019,1.25,6.79687,6
Cat Tower,2019,0,6.64844,4
TEAM3 GREEN,2019,1.2857,7.05408,6
Bruxelles 1897,2019,2.9074,7.31056,4
Cairn,2019,1.6364,7.55905,2
Flotilla,2019,3.8824,7.23424,5
Star Trek: Alliance – Dominion War Campaign,2021,3.0833,8.94521,2
Curios,2019,1.3333,6.55243,5
Margraves of Valeria,2020,2.6129,7.69931,5
Shaolia: Warring States,2020,2.4286,7.30508,4
On the Origin of Species,2019,2.3333,7.01089,4
Alien: USCSS Nostromo,2019,1.3333,1.16208,7
Shadows of Macao,2019,2,6.25231,4
Maracaibo,2019,3.8942,8.21229,4
Conspiracy: Abyss Universe,2019,1.7797,7.38319,4
Icaion,2020,3.25,7.67754,5
Genesia,2020,2.1667,6.57934,5
Nobjects,2019,1,6.44586,6
MOON,2019,2.5,7.02433,4
For What Remains: Streets of Ruin,2020,2.5833,8.07755,2
Philosophia: Dare to be Wise,2020,2.75,6.92386,6
Dominate Grail War: Fate/Stay night on Board Game,2019,2.5,6.88718,7
Spring on a String,2019,1.6667,6.34386,4
Kingdom's Candy: Monsters,2019,2.6,7.08901,5
Finger Guns at High Noon,2019,1.5,6.41132,8
Napoleon Returns 1815,2020,1.8889,7.61437,3
Caesar: Rome vs. Gaul,2020,3.2083,8.09689,2
Tattoo Stories,2019,0,6.89726,6
20 Second Showdown,2019,1,6.83684,20
Kensington,2019,2,6.68889,5
La Viña,2019,2.25,7.05816,5
Paris: La Cité de la Lumière,2019,2.0484,7.42376,2
Ratzzia,2019,1.5,6.95945,5
Roads & Boats: 20th Anniversary Edition,2019,4.2609,8.32751,6
Mysthea: The Fall,2020,3.3333,8.04483,5
Borderlands: Tiny Tina's Robot Tea Party,2019,1,6.00483,5
Rossio,2020,1.8,7.45412,4
Super Punch Fighter,2019,0,6.40476,6
7 Souls,2020,2.4,7.01117,6
Sensor Ghosts,2020,2,6.91238,4
Escape Room: The Game – 2 Players,2019,2.2,6.49412,2
Micro City (Second Edition),2020,1.9412,6.82524,2
Valhallamas,2020,1,4.325,6
Tetris Speed,2019,1,5.59459,8
Sanctum,2019,2.3902,7.15436,4
Fantasy Ranch,2019,2,7.26667,4
Ruination,2021,3,7.53211,4
Frenemy Pastry Party,2019,1,6.21705,6
Ticket to Ride: London,2019,1.2698,7.18254,4
ArtSee,2019,2,6.48166,5
Time Chase,2019,2.3333,6.47336,6
Warhammer Age of Sigmar: Warcry Starter Set,2019,2.4167,8.30052,4
X-ODUS: Rise of the Corruption,2020,3.3158,8.01508,4
Exiled Legends,2019,2.3333,6.5054,5
Color Brain: Disney Edition,2019,1,6.19462,20
Kanban Menu,2019,2,6.46562,5
1824: Austrian-Hungarian Railway (Second Edition),2019,3.8462,8.08333,6
Monster Mansion,2020,2,6.73571,4
Dino Duel,2019,1,6.38571,10
Titans,2021,2.5714,7.74619,4
Love Letter,2019,1.1294,7.61532,6
Sencha,2019,2.3333,6.27736,4
Age of Dirt: A Game of Uncivilization,2019,1.75,6.94565,5
Across the United States,2019,2.5,6.98764,5
Fuji Koro: Deluxe,2020,2.8462,7.6039,6
Magazynier,2019,1.6667,6.26452,4
Narwhal Free for All,2019,0,6.26765,4
Liski: Ojojanie,2019,1,5.95192,5
Coloma: Deluxe Edition,2019,3.1304,7.76193,6
Kluster,2018,1.04,6.7556,4
The Phantom: The Card Game,2021,2.25,7.55665,2
The Blessed Dark,2019,1.6667,7.07648,4
Little Battle,2019,1,6.56275,5
1822MX,2019,4,8.59283,5
Ashes to Ashes,2021,1.5,7.4646,5
Fast Sloths,2019,2.1481,7.14677,5
Kodama 3D,2020,1.3333,7.02873,4
Pact,2019,1.5,6.67111,5
Final Girl,2021,2.375,8.75158,1
Coralia,2019,2.25,6.49587,4
RisiKo! Edizione Torneo,1993,2,6.27045,6
303 Squadron,2021,3.2,8.38281,4
A Fistful of Meeples,2019,2.08,7.17589,4
Merchants Cove,2021,2.7797,7.71284,4
I should have known that!,2011,1,5.21081,12
The Great Escape,2019,1,6.26968,1
Olvir,2019,2.2857,8.34375,4
Goryo,2019,2.1111,6.97829,2
7: The Sins,2019,2,6.59251,5
Bites,2020,1.5,7.22284,5
Freezing Death: Finnish Winter War,2019,2.4545,7.56333,2
King of Indecision,2019,2.25,7.82576,5
Legends Untold: Weeping Caves Novice Set – Kickstarter Edition,2019,0,7.36486,4
Crusader Kingdoms: The War for the Holy Land,2020,1.3,7.20275,4
God of War: The Card Game,2019,2.5789,6.75471,4
Escape from the Grand Hotel: The Escape Room Game,2018,1.5,3.34294,8
Outpost 18,2019,2,6.57398,2
VIAE: Roads of Rome,2019,2.5,8.1375,5
Anachrony: Infinity Box,2020,3.9737,9.07609,4
Choose Your Own Adventure: War with the Evil Power Master,2019,1.5714,6.18889,99
Fief: France Edition,2021,3.8,8.25,6
Battlelands,2019,2,6.63669,5
Pinnacle,2019,0,6.60357,6
Runes & Regulations,2019,1.25,5.9948,4
Twisty Little Passages,2020,2,7.4868,0
Counter Attack,2019,3.3333,8.42607,2
Charty Party,2019,1.125,6.14717,8
Partán,2016,4.6111,8.36364,4
Silver,2019,1.8182,7.05479,4
Silver Bullet,2019,2,7.35642,4
Castle Panic: Big Box,2019,2,7.66494,6
In Front of the Elevators,2019,1.4444,7.04338,4
Almanac: The Dragon Road,2020,2.0833,7.38732,4
Rollecate,2019,1.6667,6.64038,4
Why I Otter,2019,1,6.74216,2
Kung Fu,2019,1.75,7.07692,5
Teenage Mutant Ninja Turtles: Turtle Power Card Game,2019,1,6.46116,6
Pompiers!,2019,2,6.65625,5
Zerywia,2021,3.2,8.19123,4
Cat Café,2019,1.7143,6.63531,4
Tungaru,2020,3,7.1346,5
The North,2019,2,7.05993,2
Ecos: First Continent,2019,2.6024,7.18288,6
1987 Channel Tunnel,2019,2.7391,7.43305,2
1942 USS Yorktown,2019,2.4,7.03288,4
Wish You Were Here,2018,4,8.58702,5
Cutthroat Caverns: Anniversary Edition,2019,2,7.35812,6
Eternal: Chronicles of the Throne,2019,2.25,7.44143,4
The Ratcatcher: The Solo Adventure Game,2020,3.0714,7.26848,1
Orbital Conflict,2019,3,7.32857,4
The Search for Planet X,2020,2.3171,8.1428,4
La Der des Ders,2019,2.375,7.2619,2
Empire of the Stars,2021,2.75,7.22222,4
Unlock!: Timeless Adventures,2019,2.0667,7.91781,6
The Island of El Dorado: Legend Edition,2020,1.6667,7.32917,8
Peloponnesian War,2019,4,7.64218,2
Your Worst Nightmare,2017,1,5.49464,4
Balk,2019,1,6.8138,4
Streets,2021,2.0556,7.34615,5
Harakiri: Blades of Honor,0,3,8.96667,4
Devil May Cry: The Bloody Palace,2021,2.5,7.97,4
A Sheer Butchery: Solferino 1859,2019,2.875,7.27273,2
Nine Tiles Panic,2019,1.25,6.99558,5
Longboat,2019,1.5,6.68828,4
Afternova,2020,1.75,6.93888,6
Escape Room in a Box: Flashback,2019,2,7.32205,8
Shadow Rivals,2019,1.5,7.06837,5
Animalchemists,2019,1,7.05,5
SPACE INVADERS: THE BOARD GAME,2021,2,5.71522,4
An Attrition of Souls,2020,2.375,7.71591,2
Sumo Gnomes,2019,1,6.06773,2
Fossilis,2020,2.1935,7.32134,5
Rolled West,2019,1.4444,6.0686,4
Britannia: Classic and Duel Edition,2020,3.5714,7.64333,4
Kami,2019,1.6667,6.14239,4
Moon Base,2019,2.3333,7.02271,2
Robin of Locksley,2019,1.8824,7.09329,2
Paranormal Detectives,2019,1.6429,7.13987,6
Volcanic Isle,2019,2,6.17388,4
Gizeh!,2019,1.3333,6.3726,4
Mastabas,2019,1.4,4.89094,4
"From Salerno to Rome: World War II – The Italian Campaign, 1943-1944",2020,4.3333,8.46875,2
Troia,2019,1.7143,6.78403,2
Social Train,2019,1.5,6.72292,4
Poule Poule,2019,1.1429,6.81051,8
Sinister Six,2019,1.8,5.83719,6
Wakanda Forever,2019,1.3333,6.40785,5
ARTBOX,2019,1,7.14911,8
Fluxx: Rick and Morty,2019,0,6.39599,6
Crimes in History: H. H. Holmes' Murder Castle,2021,2,7.36792,7
Masters of Renaissance: Lorenzo il Magnifico – The Card Game,2019,2.119,7.24019,4
Element: Silver,2019,1.5,7.75498,4
Crystal Palace,2019,3.8015,7.60927,5
Three-Dragon Ante: Legendary Edition,2019,2,7.16139,6
Adventure Mart,2020,2.3333,6.87832,4
Yin Yang,2019,2.8,7.38455,4
Zoom in Barcelona,2019,1.8,7.23828,6
Les Guerres du Roi Soleil 1667-1713,2019,3.3333,7.56364,4
Monster! Monster!,2019,2,7.48649,2
Godzilla Total War,2019,2,6.54659,12
Escape the Dark Sector,2020,1.8421,7.94347,4
Pandemic: Rapid Response,2019,2.2121,6.66547,4
Etherfields,2020,3.4479,7.99913,4
なつめも (Natsumemo),2019,1.4167,7.28031,6
Neta-Tanka,2019,2.8,6.91731,4
For Science!,2021,2.2,7.55091,6
Crossroll Hong Kong,2019,2,7.42225,4
Foodies,2019,1.5455,6.5647,5
NINE,2019,2,7.20104,4
Turtle Race Mini,2019,1.2,6.64444,5
Ruins: Death Binder,2021,2.8,7.33944,2
Star Wars: Dark Side Rising,2019,1.6667,7.28927,4
Shovel Knight: Dungeon Duels,2021,2.25,7.63913,4
The Devil's to Pay! The First Day at Gettysburg,2019,3.5714,7.91556,2
Treasures of Cibola,2019,1.5,6.77722,4
Cat Lady: Premium Edition,2019,1.5,7.63103,4
Welcome to New Las Vegas,2020,2.973,6.93298,50
Plunder: A Pirate's Life,2020,1.8571,7.29492,6
Cover Your Kingdom,2019,2,7.12208,8
On the Underground: London/Berlin,2019,2.3636,7.29441,5
Flick of Faith,2019,1.2414,7.48936,4
